,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,season,total_delay
307758,2013,8,30,828.0,830,-2.0,1050.0,1122,-32.0,UA,1117,N38473,EWR,MCO,123.0,937,8,30,2013-08-30 08:00:00,summer,-34.0
212773,2013,5,21,1856.0,1820,36.0,2144.0,2133,11.0,AS,7,N566AS,EWR,SEA,309.0,2402,18,20,2013-05-21 18:00:00,spring,47.0
23417,2013,1,28,629.0,630,-1.0,901.0,904,-3.0,DL,2057,N635DL,LGA,ATL,126.0,762,6,30,2013-01-28 06:00:00,winter,-4.0
54678,2013,10,30,1656.0,1659,-3.0,1842.0,1840,2.0,UA,708,N836UA,EWR,ORD,120.0,719,16,59,2013-10-30 16:00:00,fall,-1.0
288134,2013,8,9,1459.0,1435,24.0,1655.0,1600,55.0,9E,3969,N8543F,JFK,BWI,50.0,184,14,35,2013-08-09 14:00:00,summer,79.0
195136,2013,5,2,1804.0,1805,-1.0,1921.0,1936,-15.0,EV,4663,N13538,EWR,BNA,106.0,748,18,5,2013-05-02 18:00:00,spring,-16.0
213425,2013,5,22,1348.0,1355,-7.0,1556.0,1604,-8.0,EV,4115,N13988,EWR,SAV,99.0,708,13,55,2013-05-22 13:00:00,spring,-15.0
120922,2013,2,12,829.0,840,-11.0,1017.0,1030,-13.0,MQ,4521,N739MQ,LGA,RDU,79.0,431,8,40,2013-02-12 08:00:00,winter,-24.0
5278,2013,1,7,720.0,722,-2.0,835.0,857,-22.0,UA,393,N446UA,EWR,ORD,113.0,719,7,22,2013-01-07 07:00:00,winter,-24.0
206095,2013,5,14,1630.0,1555,35.0,1750.0,1715,35.0,MQ,3695,N507MQ,EWR,ORD,118.0,719,15,55,2013-05-14 15:00:00,spring,70.0
86450,2013,12,4,1100.0,1059,1.0,1255.0,1313,-18.0,EV,4880,N719EV,LGA,MEM,149.0,963,10,59,2013-12-04 10:00:00,fall,-17.0
224010,2013,6,3,748.0,745,3.0,903.0,905,-2.0,WN,3841,N291WN,EWR,MDW,113.0,711,7,45,2013-06-03 07:00:00,spring,1.0
170793,2013,4,7,617.0,622,-5.0,912.0,927,-15.0,UA,1216,N36247,LGA,IAH,214.0,1416,6,22,2013-04-07 06:00:00,spring,-20.0
258816,2013,7,10,750.0,756,-6.0,925.0,930,-5.0,EV,4125,N13949,EWR,GSO,65.0,445,7,56,2013-07-10 07:00:00,summer,-11.0
207711,2013,5,16,1032.0,1035,-3.0,1139.0,1151,-12.0,UA,809,N833UA,EWR,BOS,43.0,200,10,35,2013-05-16 10:00:00,spring,-15.0
63947,2013,11,9,1736.0,1740,-4.0,1948.0,1956,-8.0,EV,4113,N12564,EWR,IND,111.0,645,17,40,2013-11-09 17:00:00,fall,-12.0
61996,2013,11,7,1615.0,1600,15.0,1816.0,1824,-8.0,9E,2917,N924XJ,JFK,DTW,90.0,509,16,0,2013-11-07 16:00:00,fall,7.0
156970,2013,3,23,756.0,800,-4.0,1121.0,1125,-4.0,UA,347,N508UA,JFK,SFO,353.0,2586,8,0,2013-03-23 08:00:00,spring,-8.0
145318,2013,3,10,2007.0,1957,10.0,2123.0,2115,8.0,EV,4258,N16954,EWR,IAD,43.0,212,19,57,2013-03-10 19:00:00,winter,18.0
263463,2013,7,15,628.0,630,-2.0,736.0,753,-17.0,EV,4422,N11535,EWR,PIT,50.0,319,6,30,2013-07-15 06:00:00,summer,-19.0
275365,2013,7,27,929.0,935,-6.0,1221.0,1256,-35.0,DL,2379,N904DE,LGA,FLL,147.0,1076,9,35,2013-07-27 09:00:00,summer,-41.0
227820,2013,6,7,630.0,630,0.0,736.0,749,-13.0,EV,4533,N11535,EWR,BUF,48.0,282,6,30,2013-06-07 06:00:00,spring,-13.0
54931,2013,10,30,2100.0,2106,-6.0,2200.0,2213,-13.0,B6,2680,N329JB,EWR,BOS,37.0,200,21,6,2013-10-30 21:00:00,fall,-19.0
200956,2013,5,9,637.0,640,-3.0,825.0,849,-24.0,EV,4393,N11106,EWR,IND,92.0,645,6,40,2013-05-09 06:00:00,spring,-27.0
70928,2013,11,17,1216.0,1220,-4.0,1332.0,1335,-3.0,B6,1386,N552JB,JFK,ROC,47.0,264,12,20,2013-11-17 12:00:00,fall,-7.0
154678,2013,3,20,1818.0,1725,53.0,2115.0,2040,35.0,AA,145,N373AA,JFK,SAN,338.0,2446,17,25,2013-03-20 17:00:00,spring,88.0
54274,2013,10,30,931.0,915,16.0,1136.0,1154,-18.0,EV,5211,N740EV,LGA,SAV,97.0,722,9,15,2013-10-30 09:00:00,fall,-2.0
118438,2013,2,9,1639.0,1640,-1.0,1937.0,1955,-18.0,AA,773,N456AA,LGA,DFW,214.0,1389,16,40,2013-02-09 16:00:00,winter,-19.0
202412,2013,5,10,1457.0,1459,-2.0,1718.0,1732,-14.0,DL,2347,N618DL,LGA,ATL,107.0,762,14,59,2013-05-10 14:00:00,spring,-16.0
172770,2013,4,9,727.0,729,-2.0,1017.0,1020,-3.0,B6,361,N597JB,LGA,PBI,140.0,1035,7,29,2013-04-09 07:00:00,spring,-5.0
304804,2013,8,27,758.0,805,-7.0,933.0,950,-17.0,9E,3611,N8946A,JFK,PIT,63.0,340,8,5,2013-08-27 08:00:00,summer,-24.0
306112,2013,8,28,1521.0,1347,94.0,1756.0,1644,72.0,DL,1685,N974DL,LGA,MCO,122.0,950,13,47,2013-08-28 13:00:00,summer,166.0
112896,2013,2,2,2244.0,2250,-6.0,7.0,7,0.0,B6,30,N216JB,JFK,ROC,49.0,264,22,50,2013-02-02 22:00:00,winter,-6.0
221560,2013,5,31,1105.0,1110,-5.0,1335.0,1356,-21.0,DL,695,N326US,JFK,MCO,123.0,944,11,10,2013-05-31 11:00:00,spring,-26.0
34226,2013,10,8,1702.0,1710,-8.0,1825.0,1829,-4.0,EV,4113,N13538,EWR,RIC,54.0,277,17,10,2013-10-08 17:00:00,fall,-12.0
204867,2013,5,13,1155.0,1200,-5.0,1312.0,1313,-1.0,B6,1303,N187JB,JFK,IAD,55.0,228,12,0,2013-05-13 12:00:00,spring,-6.0
336422,2013,9,30,1559.0,1559,0.0,1722.0,1730,-8.0,UA,589,N463UA,EWR,ORD,107.0,719,15,59,2013-09-30 15:00:00,fall,-8.0
272443,2013,7,24,1027.0,945,42.0,1207.0,1125,42.0,AA,317,N4WNAA,LGA,ORD,111.0,733,9,45,2013-07-24 09:00:00,summer,84.0
312618,2013,9,4,1858.0,1900,-2.0,2109.0,2131,-22.0,DL,2454,N37700,JFK,DEN,220.0,1626,19,0,2013-09-04 19:00:00,summer,-24.0
259870,2013,7,11,858.0,901,-3.0,1202.0,1204,-2.0,B6,63,N531JB,JFK,SEA,331.0,2422,9,1,2013-07-11 09:00:00,summer,-5.0
76308,2013,11,22,2010.0,2001,9.0,2253.0,2252,1.0,B6,883,N645JB,JFK,MCO,138.0,944,20,1,2013-11-22 20:00:00,fall,10.0
257385,2013,7,8,1858.0,1716,102.0,2016.0,1848,88.0,B6,408,N265JB,JFK,PWM,48.0,273,17,16,2013-07-08 17:00:00,summer,190.0
280088,2013,8,1,827.0,824,3.0,1036.0,1017,19.0,US,1831,N157UW,JFK,CLT,88.0,541,8,24,2013-08-01 08:00:00,summer,22.0
10109,2013,1,12,1339.0,1345,-6.0,1629.0,1705,-36.0,AA,1073,N3JEAA,LGA,MIA,141.0,1096,13,45,2013-01-12 13:00:00,winter,-42.0
96680,2013,12,15,1816.0,1815,1.0,2036.0,2055,-19.0,WN,4349,N924WN,EWR,MSY,180.0,1167,18,15,2013-12-15 18:00:00,fall,-18.0
137886,2013,3,2,1940.0,1909,31.0,2231.0,2249,-18.0,UA,661,N472UA,EWR,PHX,268.0,2133,19,9,2013-03-02 19:00:00,winter,13.0
244927,2013,6,25,815.0,810,5.0,1029.0,1032,-3.0,DL,27,N6713Y,JFK,ATL,101.0,760,8,10,2013-06-25 08:00:00,summer,2.0
127531,2013,2,19,1505.0,1357,68.0,1619.0,1513,66.0,EV,4670,N11184,EWR,IAD,48.0,212,13,57,2013-02-19 13:00:00,winter,134.0
71458,2013,11,17,2306.0,2010,176.0,54.0,2219,155.0,EV,4348,N13123,EWR,MSP,151.0,1008,20,10,2013-11-17 20:00:00,fall,331.0
169395,2013,4,5,1156.0,1205,-9.0,1440.0,1425,15.0,MQ,4658,N523MQ,LGA,ATL,107.0,762,12,5,2013-04-05 12:00:00,spring,6.0
330554,2013,9,24,954.0,1005,-11.0,1224.0,1214,10.0,DL,2319,N991DL,LGA,MSP,142.0,1020,10,5,2013-09-24 10:00:00,fall,-1.0
259809,2013,7,11,806.0,810,-4.0,1038.0,1029,9.0,DL,27,N3752,JFK,ATL,112.0,760,8,10,2013-07-11 08:00:00,summer,5.0
231376,2013,6,10,,2005,,,2200,,MQ,4555,N713MQ,LGA,CMH,,479,20,5,2013-06-10 20:00:00,spring,
266666,2013,7,18,936.0,940,-4.0,1100.0,1051,9.0,9E,3608,N8771A,JFK,PHL,33.0,94,9,40,2013-07-18 09:00:00,summer,5.0
68497,2013,11,14,1527.0,1529,-2.0,1811.0,1835,-24.0,UA,1695,N87507,EWR,IAH,204.0,1400,15,29,2013-11-14 15:00:00,fall,-26.0
162886,2013,3,29,1325.0,1249,36.0,1606.0,1539,27.0,B6,991,N585JB,JFK,PBI,140.0,1028,12,49,2013-03-29 12:00:00,spring,63.0
239526,2013,6,19,1407.0,1255,72.0,1655.0,1546,69.0,UA,1505,N57111,EWR,MCO,142.0,937,12,55,2013-06-19 12:00:00,spring,141.0
301670,2013,8,23,1653.0,1705,-12.0,2007.0,2020,-13.0,AA,1999,N3KGAA,EWR,MIA,156.0,1085,17,5,2013-08-23 17:00:00,summer,-25.0
51725,2013,10,27,1630.0,1629,1.0,1908.0,1919,-11.0,UA,1695,N18112,EWR,IAH,184.0,1400,16,29,2013-10-27 16:00:00,fall,-10.0
157349,2013,3,23,1600.0,1600,0.0,1925.0,1925,0.0,AA,1467,N3CRAA,LGA,MIA,163.0,1096,16,0,2013-03-23 16:00:00,spring,0.0
132048,2013,2,24,1531.0,1527,4.0,1748.0,1817,-29.0,UA,1221,N12221,EWR,LAS,298.0,2227,15,27,2013-02-24 15:00:00,winter,-25.0
8666,2013,1,10,1838.0,1750,48.0,1949.0,1908,41.0,B6,1307,N190JB,JFK,IAD,51.0,228,17,50,2013-01-10 17:00:00,winter,89.0
115652,2013,2,6,718.0,720,-2.0,953.0,1023,-30.0,UA,1724,N12221,EWR,PBI,137.0,1023,7,20,2013-02-06 07:00:00,winter,-32.0
326155,2013,9,19,1337.0,1347,-10.0,1538.0,1556,-18.0,EV,4395,N13964,EWR,IND,89.0,645,13,47,2013-09-19 13:00:00,summer,-28.0
129469,2013,2,21,1552.0,1600,-8.0,1703.0,1712,-9.0,US,2134,N949UW,LGA,BOS,42.0,184,16,0,2013-02-21 16:00:00,winter,-17.0
241587,2013,6,21,1515.0,1512,3.0,1905.0,1754,71.0,UA,651,N529UA,EWR,MCO,138.0,937,15,12,2013-06-21 15:00:00,summer,74.0
154205,2013,3,20,954.0,1000,-6.0,1051.0,1121,-30.0,US,2169,N764US,LGA,DCA,44.0,214,10,0,2013-03-20 10:00:00,spring,-36.0
12895,2013,1,15,1754.0,1800,-6.0,1959.0,2006,-7.0,US,373,N642AW,JFK,CLT,102.0,541,18,0,2013-01-15 18:00:00,winter,-13.0
88573,2013,12,6,1510.0,1415,55.0,1725.0,1638,47.0,DL,673,N391DA,EWR,ATL,111.0,746,14,15,2013-12-06 14:00:00,fall,102.0
31706,2013,10,6,748.0,748,0.0,939.0,945,-6.0,B6,1273,N337JB,JFK,CHS,86.0,636,7,48,2013-10-06 07:00:00,fall,-6.0
99379,2013,12,18,1452.0,1451,1.0,1720.0,1742,-22.0,UA,1270,N33286,EWR,MCO,134.0,937,14,51,2013-12-18 14:00:00,fall,-21.0
120487,2013,2,11,1850.0,1753,57.0,2137.0,2105,32.0,UA,535,N505UA,JFK,LAX,328.0,2475,17,53,2013-02-11 17:00:00,winter,89.0
116015,2013,2,6,1432.0,1435,-3.0,1543.0,1559,-16.0,YV,3750,N516LR,LGA,IAD,53.0,229,14,35,2013-02-06 14:00:00,winter,-19.0
69059,2013,11,15,803.0,810,-7.0,1113.0,1108,5.0,DL,1109,N338NB,LGA,TPA,163.0,1010,8,10,2013-11-15 08:00:00,fall,-2.0
268548,2013,7,20,811.0,818,-7.0,955.0,1001,-6.0,EV,4099,N14991,EWR,STL,129.0,872,8,18,2013-07-20 08:00:00,summer,-13.0
151645,2013,3,17,1629.0,1630,-1.0,1836.0,1847,-11.0,DL,2231,N926DL,LGA,DTW,106.0,502,16,30,2013-03-17 16:00:00,winter,-12.0
200708,2013,5,8,2017.0,1905,72.0,2254.0,2144,70.0,DL,2457,N348NB,JFK,MSY,151.0,1182,19,5,2013-05-08 19:00:00,spring,142.0
175085,2013,4,11,1424.0,1429,-5.0,1704.0,1721,-17.0,B6,1161,N534JB,LGA,PBI,138.0,1035,14,29,2013-04-11 14:00:00,spring,-22.0
199785,2013,5,7,1901.0,1905,-4.0,2159.0,2224,-25.0,B6,111,N536JB,JFK,FLL,151.0,1069,19,5,2013-05-07 19:00:00,spring,-29.0
159509,2013,3,26,18.0,2138,160.0,310.0,29,161.0,B6,383,N588JB,LGA,FLL,149.0,1076,21,38,2013-03-26 21:00:00,spring,321.0
326427,2013,9,19,1808.0,1759,9.0,2032.0,2031,1.0,DL,61,N664DN,LGA,ATL,107.0,762,17,59,2013-09-19 17:00:00,summer,10.0
258619,2013,7,9,2359.0,2359,0.0,338.0,340,-2.0,B6,839,N547JB,JFK,BQN,197.0,1576,23,59,2013-07-09 23:00:00,summer,-2.0
89636,2013,12,7,1910.0,1915,-5.0,2157.0,2213,-16.0,DL,2159,N913DL,JFK,MCO,137.0,944,19,15,2013-12-07 19:00:00,fall,-21.0
54945,2013,10,30,2134.0,2140,-6.0,44.0,40,4.0,AA,185,N328AA,JFK,LAX,336.0,2475,21,40,2013-10-30 21:00:00,fall,-2.0
78275,2013,11,25,852.0,900,-8.0,958.0,1016,-18.0,US,2140,N957UW,LGA,BOS,40.0,184,9,0,2013-11-25 09:00:00,fall,-26.0
222202,2013,5,31,,1210,,,1355,,MQ,4431,N711MQ,LGA,RDU,,431,12,10,2013-05-31 12:00:00,spring,
88298,2013,12,6,932.0,930,2.0,1608.0,1527,41.0,UA,15,N67058,EWR,HNL,661.0,4963,9,30,2013-12-06 09:00:00,fall,43.0
54059,2013,10,30,636.0,641,-5.0,757.0,805,-8.0,EV,4522,N14542,EWR,BNA,113.0,748,6,41,2013-10-30 06:00:00,fall,-13.0
90322,2013,12,8,1808.0,1759,9.0,2136.0,2109,27.0,DL,2370,N344NB,LGA,PBI,147.0,1035,17,59,2013-12-08 17:00:00,fall,36.0
107077,2013,12,27,825.0,829,-4.0,1039.0,1028,11.0,B6,219,N294JB,JFK,CLT,99.0,541,8,29,2013-12-27 08:00:00,winter,7.0
113372,2013,2,3,1559.0,1600,-1.0,1848.0,1912,-24.0,DL,4,N3764D,JFK,MCO,130.0,944,16,0,2013-02-03 16:00:00,winter,-25.0
221481,2013,5,31,932.0,932,0.0,1209.0,1236,-27.0,B6,77,N652JB,JFK,FLL,136.0,1069,9,32,2013-05-31 09:00:00,spring,-27.0
264560,2013,7,16,752.0,759,-7.0,1036.0,1107,-31.0,UA,536,N465UA,EWR,LAX,290.0,2454,7,59,2013-07-16 07:00:00,summer,-38.0
51013,2013,10,26,1730.0,1707,23.0,1921.0,1913,8.0,B6,1119,N317JB,JFK,CLT,84.0,541,17,7,2013-10-26 17:00:00,fall,31.0
60813,2013,11,6,1207.0,1200,7.0,1447.0,1437,10.0,DL,1947,N666DN,LGA,ATL,118.0,762,12,0,2013-11-06 12:00:00,fall,17.0
125024,2013,2,16,1709.0,1715,-6.0,2030.0,2019,11.0,DL,1585,N923DL,LGA,MCO,166.0,950,17,15,2013-02-16 17:00:00,winter,5.0
225872,2013,6,5,626.0,630,-4.0,913.0,906,7.0,B6,389,N649JB,LGA,MCO,127.0,950,6,30,2013-06-05 06:00:00,spring,3.0
175182,2013,4,11,1557.0,1530,27.0,1912.0,1905,7.0,AA,85,N397AA,JFK,SFO,342.0,2586,15,30,2013-04-11 15:00:00,spring,34.0
309779,2013,9,1,1823.0,1803,20.0,2117.0,2117,0.0,UA,1482,N38454,EWR,LAX,304.0,2454,18,3,2013-09-01 18:00:00,summer,20.0
137104,2013,3,1,2022.0,1945,37.0,2311.0,2241,30.0,9E,3287,N902XJ,JFK,JAX,145.0,828,19,45,2013-03-01 19:00:00,winter,67.0
309536,2013,9,1,1347.0,1348,-1.0,1459.0,1509,-10.0,B6,308,N183JB,JFK,PWM,48.0,273,13,48,2013-09-01 13:00:00,summer,-11.0
221375,2013,5,31,757.0,759,-2.0,922.0,931,-9.0,UA,279,N438UA,EWR,ORD,105.0,719,7,59,2013-05-31 07:00:00,spring,-11.0
234623,2013,6,14,947.0,955,-8.0,1219.0,1250,-31.0,AA,731,N474AA,LGA,DFW,181.0,1389,9,55,2013-06-14 09:00:00,spring,-39.0
250244,2013,6,30,2051.0,1605,286.0,2302.0,1816,286.0,EV,4334,N13965,EWR,SDF,99.0,642,16,5,2013-06-30 16:00:00,summer,572.0
151099,2013,3,17,602.0,600,2.0,846.0,815,31.0,FL,345,N308AT,LGA,ATL,121.0,762,6,0,2013-03-17 06:00:00,winter,33.0
30062,2013,10,4,741.0,745,-4.0,954.0,1005,-11.0,DL,807,N349NB,EWR,ATL,104.0,746,7,45,2013-10-04 07:00:00,fall,-15.0
272633,2013,7,24,1432.0,1415,17.0,1554.0,1534,20.0,EV,5712,N833AS,JFK,IAD,53.0,228,14,15,2013-07-24 14:00:00,summer,37.0
240924,2013,6,20,2007.0,1950,17.0,2224.0,2215,9.0,EV,5092,N134EV,EWR,ATL,103.0,746,19,50,2013-06-20 19:00:00,spring,26.0
116764,2013,2,7,1048.0,1052,-4.0,1346.0,1414,-28.0,UA,471,N402UA,EWR,RSW,161.0,1068,10,52,2013-02-07 10:00:00,winter,-32.0
272960,2013,7,24,1906.0,1901,5.0,2200.0,2213,-13.0,B6,201,N351JB,JFK,FLL,141.0,1069,19,1,2013-07-24 19:00:00,summer,-8.0
143484,2013,3,8,2104.0,1740,204.0,2345.0,2044,181.0,DL,1629,N3767,JFK,LAS,308.0,2248,17,40,2013-03-08 17:00:00,winter,385.0
128384,2013,2,20,1327.0,1329,-2.0,1646.0,1704,-18.0,UA,1641,N35260,EWR,SFO,356.0,2565,13,29,2013-02-20 13:00:00,winter,-20.0
163617,2013,3,30,911.0,914,-3.0,1143.0,1206,-23.0,B6,883,N566JB,JFK,MCO,126.0,944,9,14,2013-03-30 09:00:00,spring,-26.0
50618,2013,10,26,852.0,900,-8.0,1011.0,1034,-23.0,UA,544,N804UA,LGA,ORD,123.0,733,9,0,2013-10-26 09:00:00,fall,-31.0
52123,2013,10,28,651.0,700,-9.0,832.0,838,-6.0,EV,3829,N17984,EWR,STL,131.0,872,7,0,2013-10-28 07:00:00,fall,-15.0
228045,2013,6,7,1002.0,1007,-5.0,1106.0,1128,-22.0,EV,4240,N11535,EWR,BUF,49.0,282,10,7,2013-06-07 10:00:00,spring,-27.0
72372,2013,11,18,2006.0,2014,-8.0,2230.0,2242,-12.0,EV,4333,N14125,EWR,TUL,182.0,1215,20,14,2013-11-18 20:00:00,fall,-20.0
329363,2013,9,23,705.0,710,-5.0,935.0,957,-22.0,UA,478,N483UA,EWR,MCO,127.0,937,7,10,2013-09-23 07:00:00,fall,-27.0
315174,2013,9,7,1602.0,1608,-6.0,1741.0,1752,-11.0,B6,1105,N304JB,JFK,ORD,126.0,740,16,8,2013-09-07 16:00:00,summer,-17.0
160802,2013,3,27,1054.0,1100,-6.0,1303.0,1326,-23.0,UA,1645,N16234,LGA,DEN,226.0,1620,11,0,2013-03-27 11:00:00,spring,-29.0
177028,2013,4,13,1447.0,1450,-3.0,1654.0,1646,8.0,EV,4704,N16147,EWR,CHS,104.0,628,14,50,2013-04-13 14:00:00,spring,5.0
276747,2013,7,28,2155.0,1905,170.0,38.0,2108,210.0,9E,3525,N600LR,JFK,ORD,124.0,740,19,5,2013-07-28 19:00:00,summer,380.0
195727,2013,5,3,1151.0,1200,-9.0,1446.0,1510,-24.0,AA,977,N3BLAA,EWR,MIA,141.0,1085,12,0,2013-05-03 12:00:00,spring,-33.0
63735,2013,11,9,1337.0,1345,-8.0,1700.0,1700,0.0,AA,1073,N3GLAA,LGA,MIA,148.0,1096,13,45,2013-11-09 13:00:00,fall,-8.0
109505,2013,12,29,2224.0,1845,219.0,17.0,2101,196.0,EV,4352,N14959,EWR,CVG,98.0,569,18,45,2013-12-29 18:00:00,winter,415.0
150927,2013,3,16,1817.0,1614,123.0,2121.0,1914,127.0,B6,985,N588JB,LGA,TPA,146.0,1010,16,14,2013-03-16 16:00:00,winter,250.0
275778,2013,7,27,1804.0,1805,-1.0,1906.0,1932,-26.0,DL,2383,N353NB,LGA,PWM,45.0,269,18,5,2013-07-27 18:00:00,summer,-27.0
73809,2013,11,20,1138.0,1145,-7.0,1317.0,1315,2.0,WN,172,N913WN,LGA,MDW,115.0,725,11,45,2013-11-20 11:00:00,fall,-5.0
330710,2013,9,24,1308.0,1315,-7.0,1455.0,1516,-21.0,EV,5615,N738EV,LGA,CMH,69.0,479,13,15,2013-09-24 13:00:00,fall,-28.0
250604,2013,7,1,756.0,803,-7.0,954.0,1016,-22.0,EV,4407,N16178,EWR,OMA,151.0,1134,8,3,2013-07-01 08:00:00,summer,-29.0
51283,2013,10,27,826.0,829,-3.0,1046.0,1100,-14.0,EV,4388,N41104,EWR,JAX,118.0,820,8,29,2013-10-27 08:00:00,fall,-17.0
12312,2013,1,15,711.0,715,-4.0,1039.0,1035,4.0,AA,825,N3EWAA,JFK,FLL,163.0,1069,7,15,2013-01-15 07:00:00,winter,0.0
182807,2013,4,19,1555.0,1545,10.0,1907.0,1824,43.0,DL,2143,N3737C,JFK,ATL,127.0,760,15,45,2013-04-19 15:00:00,spring,53.0
318738,2013,9,11,1427.0,1429,-2.0,1553.0,1548,5.0,B6,286,N178JB,JFK,ROC,57.0,264,14,29,2013-09-11 14:00:00,summer,3.0
244011,2013,6,24,905.0,905,0.0,1214.0,1225,-11.0,DL,1057,N319NB,LGA,MIA,154.0,1096,9,5,2013-06-24 09:00:00,summer,-11.0
156625,2013,3,22,1815.0,1820,-5.0,1947.0,2005,-18.0,AA,353,N3GCAA,LGA,ORD,115.0,733,18,20,2013-03-22 18:00:00,spring,-23.0
228915,2013,6,8,849.0,849,0.0,1010.0,1014,-4.0,EV,4509,N14950,EWR,PWM,51.0,284,8,49,2013-06-08 08:00:00,spring,-4.0
119804,2013,2,10,,1220,,,1532,,B6,209,N536JB,JFK,LGB,,2465,12,20,2013-02-10 12:00:00,winter,
304862,2013,8,27,850.0,845,5.0,1107.0,1110,-3.0,MQ,3419,N500MQ,LGA,ATL,90.0,762,8,45,2013-08-27 08:00:00,summer,2.0
248427,2013,6,28,1832.0,1754,38.0,2244.0,2100,104.0,UA,1175,N75853,JFK,LAX,314.0,2475,17,54,2013-06-28 17:00:00,summer,142.0
255273,2013,7,6,1302.0,1255,7.0,1525.0,1541,-16.0,UA,1641,N29129,EWR,MCO,128.0,937,12,55,2013-07-06 12:00:00,summer,-9.0
312754,2013,9,5,523.0,530,-7.0,737.0,810,-33.0,UA,995,N536UA,EWR,IAH,173.0,1400,5,30,2013-09-05 05:00:00,summer,-40.0
252485,2013,7,3,726.0,735,-9.0,947.0,1005,-18.0,AA,1949,N3FWAA,JFK,LAS,286.0,2248,7,35,2013-07-03 07:00:00,summer,-27.0
12599,2013,1,15,1252.0,1300,-8.0,1557.0,1537,20.0,DL,781,N665DN,LGA,ATL,130.0,762,13,0,2013-01-15 13:00:00,winter,12.0
34103,2013,10,8,1510.0,1510,0.0,1755.0,1812,-17.0,UA,1483,N27205,EWR,AUS,196.0,1504,15,10,2013-10-08 15:00:00,fall,-17.0
178126,2013,4,14,1908.0,1825,43.0,2230.0,2149,41.0,DL,1085,N904DE,JFK,MIA,158.0,1089,18,25,2013-04-14 18:00:00,spring,84.0
213851,2013,5,22,2219.0,2014,125.0,54.0,2324,90.0,UA,729,N827UA,EWR,MIA,138.0,1085,20,14,2013-05-22 20:00:00,spring,215.0
323259,2013,9,16,1353.0,1400,-7.0,1445.0,1506,-21.0,B6,2480,N273JB,EWR,BOS,34.0,200,14,0,2013-09-16 14:00:00,summer,-28.0
215344,2013,5,24,1325.0,1245,40.0,1530.0,1525,5.0,WN,2497,N488WN,LGA,DEN,215.0,1620,12,45,2013-05-24 12:00:00,spring,45.0
196951,2013,5,4,1832.0,1829,3.0,2027.0,2032,-5.0,US,297,N547UW,JFK,CLT,81.0,541,18,29,2013-05-04 18:00:00,spring,-2.0
31066,2013,10,5,813.0,817,-4.0,1109.0,1127,-18.0,B6,929,N564JB,JFK,RSW,152.0,1074,8,17,2013-10-05 08:00:00,fall,-22.0
252280,2013,7,2,2115.0,2054,21.0,4.0,2354,10.0,UA,1682,N32404,EWR,FLL,152.0,1065,20,54,2013-07-02 20:00:00,summer,31.0
109039,2013,12,29,1310.0,1315,-5.0,1443.0,1445,-2.0,WN,2868,N655WN,EWR,BNA,128.0,748,13,15,2013-12-29 13:00:00,winter,-7.0
195080,2013,5,2,1719.0,1725,-6.0,1953.0,2034,-41.0,DL,1185,N343NW,EWR,SLC,253.0,1969,17,25,2013-05-02 17:00:00,spring,-47.0
157822,2013,3,24,920.0,925,-5.0,1041.0,1047,-6.0,B6,108,N643JB,JFK,BUF,58.0,301,9,25,2013-03-24 09:00:00,spring,-11.0
210990,2013,5,19,2248.0,2130,78.0,29.0,2247,102.0,EV,4378,N12564,EWR,BTV,60.0,266,21,30,2013-05-19 21:00:00,spring,180.0
186654,2013,4,23,1906.0,1810,56.0,2047.0,2000,47.0,MQ,4626,N523MQ,LGA,CMH,73.0,479,18,10,2013-04-23 18:00:00,spring,103.0
156406,2013,3,22,1459.0,1459,0.0,1814.0,1825,-11.0,UA,1699,N39297,EWR,SFO,357.0,2565,14,59,2013-03-22 14:00:00,spring,-11.0
19572,2013,1,23,1427.0,1430,-3.0,1726.0,1742,-16.0,UA,1175,N17233,EWR,RSW,162.0,1068,14,30,2013-01-23 14:00:00,winter,-19.0
191029,2013,4,28,1452.0,1456,-4.0,1638.0,1648,-10.0,EV,3853,N13994,EWR,CMH,80.0,463,14,56,2013-04-28 14:00:00,spring,-14.0
58424,2013,11,3,2055.0,2054,1.0,2256.0,2302,-6.0,EV,4536,N15555,EWR,CVG,92.0,569,20,54,2013-11-03 20:00:00,fall,-5.0
33800,2013,10,8,928.0,930,-2.0,1242.0,1235,7.0,UA,456,N482UA,EWR,FLL,163.0,1065,9,30,2013-10-08 09:00:00,fall,5.0
194148,2013,5,1,1752.0,1800,-8.0,2022.0,2034,-12.0,DL,61,N675DL,LGA,ATL,111.0,762,18,0,2013-05-01 18:00:00,spring,-20.0
24939,2013,1,29,1725.0,1729,-4.0,2002.0,2022,-20.0,UA,1403,N24202,EWR,TPA,141.0,997,17,29,2013-01-29 17:00:00,winter,-24.0
130933,2013,2,23,758.0,809,-11.0,904.0,919,-15.0,EV,4688,N16976,EWR,MHT,35.0,209,8,9,2013-02-23 08:00:00,winter,-26.0
127936,2013,2,19,,1715,,,1825,,EV,4373,N13992,EWR,DCA,,199,17,15,2013-02-19 17:00:00,winter,
191768,2013,4,29,958.0,1003,-5.0,1255.0,1322,-27.0,UA,405,N508UA,JFK,SFO,330.0,2586,10,3,2013-04-29 10:00:00,spring,-32.0
